uttrance,intent,entities
Check my calendar,calendar_integration,{}
Sync my calendar,calendar_integration,{}
Check my calendar,calendar_integration,{}
Check my calendar,calendar_integration,{}
Do I have any events today?,calendar_integration,{}
Check my calendar,calendar_integration,{}
What's on my schedule?,calendar_integration,{}
Check my calendar,calendar_integration,{}
Sync my calendar,calendar_integration,{}
What's on my schedule?,calendar_integration,{}
What's on my schedule?,calendar_integration,{}
What's on my schedule?,calendar_integration,{}
Check my calendar,calendar_integration,{}
Check my calendar,calendar_integration,{}
Check my calendar,calendar_integration,{}
Do I have any events today?,calendar_integration,{}
Sync my calendar,calendar_integration,{}
Do I have any events today?,calendar_integration,{}
Do I have any events today?,calendar_integration,{}
Sync my calendar,calendar_integration,{}
Check my calendar,calendar_integration,{}
What's on my schedule?,calendar_integration,{}
What's on my schedule?,calendar_integration,{}
What's on my schedule?,calendar_integration,{}
Sync my calendar,calendar_integration,{}
Do I have any events today?,calendar_integration,{}
Sync my calendar,calendar_integration,{}
Check my calendar,calendar_integration,{}
Sync my calendar,calendar_integration,{}
Check my calendar,calendar_integration,{}
Sync my calendar,calendar_integration,{}
What's on my schedule?,calendar_integration,{}
What's on my schedule?,calendar_integration,{}
What's on my schedule?,calendar_integration,{}
Sync my calendar,calendar_integration,{}
What's on my schedule?,calendar_integration,{}
Check my calendar,calendar_integration,{}
Check my calendar,calendar_integration,{}
Sync my calendar,calendar_integration,{}
Sync my calendar,calendar_integration,{}
Do I have any events today?,calendar_integration,{}
Check my calendar,calendar_integration,{}
Do I have any events today?,calendar_integration,{}
Check my calendar,calendar_integration,{}
Do I have any events today?,calendar_integration,{}
Do I have any events today?,calendar_integration,{}
What's on my schedule?,calendar_integration,{}
Check my calendar,calendar_integration,{}
Do I have any events today?,calendar_integration,{}
What's on my schedule?,calendar_integration,{}
Sync my calendar,calendar_integration,{}
Check my calendar,calendar_integration,{}
Do I have any events today?,calendar_integration,{}
What's on my schedule?,calendar_integration,{}
Sync my calendar,calendar_integration,{}
Do I have any events today?,calendar_integration,{}
Sync my calendar,calendar_integration,{}
Do I have any events today?,calendar_integration,{}
Sync my calendar,calendar_integration,{}
What's on my schedule?,calendar_integration,{}
Do I have any events today?,calendar_integration,{}
Do I have any events today?,calendar_integration,{}
Do I have any events today?,calendar_integration,{}
Check my calendar,calendar_integration,{}
Check my calendar,calendar_integration,{}
What's on my schedule?,calendar_integration,{}
Check my calendar,calendar_integration,{}
Do I have any events today?,calendar_integration,{}
Do I have any events today?,calendar_integration,{}
What's on my schedule?,calendar_integration,{}
Check my calendar,calendar_integration,{}
What's on my schedule?,calendar_integration,{}
Check my calendar,calendar_integration,{}
Do I have any events today?,calendar_integration,{}
Check my calendar,calendar_integration,{}
Do I have any events today?,calendar_integration,{}
What's on my schedule?,calendar_integration,{}
Check my calendar,calendar_integration,{}
Check my calendar,calendar_integration,{}
Check my calendar,calendar_integration,{}
What's on my schedule?,calendar_integration,{}
Sync my calendar,calendar_integration,{}
Check my calendar,calendar_integration,{}
Check my calendar,calendar_integration,{}
Do I have any events today?,calendar_integration,{}
Check my calendar,calendar_integration,{}
What's on my schedule?,calendar_integration,{}
Sync my calendar,calendar_integration,{}
Sync my calendar,calendar_integration,{}
Sync my calendar,calendar_integration,{}
Do I have any events today?,calendar_integration,{}
Check my calendar,calendar_integration,{}
Open the baby monitor feed,camera_stream,"{""location"": ""baby room""}"
I want to see the garage cam,camera_stream,"{""location"": ""garage""}"
Turn on the security camera,camera_stream,"{""location"": ""security""}"
Turn on the security camera,camera_stream,"{""location"": ""security""}"
I want to see the garage cam,camera_stream,"{""location"": ""garage""}"
I want to see the garage cam,camera_stream,"{""location"": ""garage""}"
Open the baby monitor feed,camera_stream,"{""location"": ""baby room""}"
I want to see the garage cam,camera_stream,"{""location"": ""garage""}"
Show me the front door camera,camera_stream,"{""location"": ""front door""}"
Show me the front door camera,camera_stream,"{""location"": ""front door""}"
Turn on the security camera,camera_stream,"{""location"": ""security""}"
I want to see the garage cam,camera_stream,"{""location"": ""garage""}"
I want to see the garage cam,camera_stream,"{""location"": ""garage""}"
I want to see the garage cam,camera_stream,"{""location"": ""garage""}"
Turn on the security camera,camera_stream,"{""location"": ""security""}"
Show me the front door camera,camera_stream,"{""location"": ""front door""}"
Open the baby monitor feed,camera_stream,"{""location"": ""baby room""}"
Open the baby monitor feed,camera_stream,"{""location"": ""baby room""}"
Turn on the security camera,camera_stream,"{""location"": ""security""}"
I want to see the garage cam,camera_stream,"{""location"": ""garage""}"
Show me the front door camera,camera_stream,"{""location"": ""front door""}"
Turn on the security camera,camera_stream,"{""location"": ""security""}"
Show me the front door camera,camera_stream,"{""location"": ""front door""}"
Show me the front door camera,camera_stream,"{""location"": ""front door""}"
I want to see the garage cam,camera_stream,"{""location"": ""garage""}"
Show me the front door camera,camera_stream,"{""location"": ""front door""}"
Show me the front door camera,camera_stream,"{""location"": ""front door""}"
Show me the front door camera,camera_stream,"{""location"": ""front door""}"
Show me the front door camera,camera_stream,"{""location"": ""front door""}"
I want to see the garage cam,camera_stream,"{""location"": ""garage""}"
I want to see the garage cam,camera_stream,"{""location"": ""garage""}"
Show me the front door camera,camera_stream,"{""location"": ""front door""}"
I want to see the garage cam,camera_stream,"{""location"": ""garage""}"
Show me the front door camera,camera_stream,"{""location"": ""front door""}"
Show me the front door camera,camera_stream,"{""location"": ""front door""}"
Show me the front door camera,camera_stream,"{""location"": ""front door""}"
I want to see the garage cam,camera_stream,"{""location"": ""garage""}"
I want to see the garage cam,camera_stream,"{""location"": ""garage""}"
Show me the front door camera,camera_stream,"{""location"": ""front door""}"
Turn on the security camera,camera_stream,"{""location"": ""security""}"
Open the baby monitor feed,camera_stream,"{""location"": ""baby room""}"
Show me the front door camera,camera_stream,"{""location"": ""front door""}"
I want to see the garage cam,camera_stream,"{""location"": ""garage""}"
Show me the front door camera,camera_stream,"{""location"": ""front door""}"
Show me the front door camera,camera_stream,"{""location"": ""front door""}"
I want to see the garage cam,camera_stream,"{""location"": ""garage""}"
Show me the front door camera,camera_stream,"{""location"": ""front door""}"
Open the baby monitor feed,camera_stream,"{""location"": ""baby room""}"
Turn on the security camera,camera_stream,"{""location"": ""security""}"
Open the baby monitor feed,camera_stream,"{""location"": ""baby room""}"
Show me the front door camera,camera_stream,"{""location"": ""front door""}"
Show me the front door camera,camera_stream,"{""location"": ""front door""}"
Show me the front door camera,camera_stream,"{""location"": ""front door""}"
Open the baby monitor feed,camera_stream,"{""location"": ""baby room""}"
Turn on the security camera,camera_stream,"{""location"": ""security""}"
I want to see the garage cam,camera_stream,"{""location"": ""garage""}"
Show me the front door camera,camera_stream,"{""location"": ""front door""}"
Show me the front door camera,camera_stream,"{""location"": ""front door""}"
Turn on the security camera,camera_stream,"{""location"": ""security""}"
Turn on the security camera,camera_stream,"{""location"": ""security""}"
Open the baby monitor feed,camera_stream,"{""location"": ""baby room""}"
Turn on the security camera,camera_stream,"{""location"": ""security""}"
Open the baby monitor feed,camera_stream,"{""location"": ""baby room""}"
Show me the front door camera,camera_stream,"{""location"": ""front door""}"
I want to see the garage cam,camera_stream,"{""location"": ""garage""}"
Turn on the security camera,camera_stream,"{""location"": ""security""}"
Show me the front door camera,camera_stream,"{""location"": ""front door""}"
I want to see the garage cam,camera_stream,"{""location"": ""garage""}"
Open the baby monitor feed,camera_stream,"{""location"": ""baby room""}"
Show me the front door camera,camera_stream,"{""location"": ""front door""}"
Turn on the security camera,camera_stream,"{""location"": ""security""}"
I want to see the garage cam,camera_stream,"{""location"": ""garage""}"
Open the baby monitor feed,camera_stream,"{""location"": ""baby room""}"
Turn on the security camera,camera_stream,"{""location"": ""security""}"
Turn on the security camera,camera_stream,"{""location"": ""security""}"
Show me the front door camera,camera_stream,"{""location"": ""front door""}"
Show me the front door camera,camera_stream,"{""location"": ""front door""}"
I want to see the garage cam,camera_stream,"{""location"": ""garage""}"
Open the baby monitor feed,camera_stream,"{""location"": ""baby room""}"
Open the baby monitor feed,camera_stream,"{""location"": ""baby room""}"
Turn on the security camera,camera_stream,"{""location"": ""security""}"
Open the baby monitor feed,camera_stream,"{""location"": ""baby room""}"
Turn on the security camera,camera_stream,"{""location"": ""security""}"
Turn on the security camera,camera_stream,"{""location"": ""security""}"
Turn on the security camera,camera_stream,"{""location"": ""security""}"
Show me the front door camera,camera_stream,"{""location"": ""front door""}"
Turn on the security camera,camera_stream,"{""location"": ""security""}"
I want to see the garage cam,camera_stream,"{""location"": ""garage""}"
Turn on the security camera,camera_stream,"{""location"": ""security""}"
I want to see the garage cam,camera_stream,"{""location"": ""garage""}"
I want to see the garage cam,camera_stream,"{""location"": ""garage""}"
I want to see the garage cam,camera_stream,"{""location"": ""garage""}"
Turn on the security camera,camera_stream,"{""location"": ""security""}"
I want to see the garage cam,camera_stream,"{""location"": ""garage""}"
I want to see the garage cam,camera_stream,"{""location"": ""garage""}"
Show me the front door camera,camera_stream,"{""location"": ""front door""}"
Show me the front door camera,camera_stream,"{""location"": ""front door""}"
Open the baby monitor feed,camera_stream,"{""location"": ""baby room""}"
Open the baby monitor feed,camera_stream,"{""location"": ""baby room""}"
Turn on the security camera,camera_stream,"{""location"": ""security""}"
Open the baby monitor feed,camera_stream,"{""location"": ""baby room""}"
I want to see the garage cam,camera_stream,"{""location"": ""garage""}"
Open the baby monitor feed,camera_stream,"{""location"": ""baby room""}"
Open the baby monitor feed,camera_stream,"{""location"": ""baby room""}"
Turn on the security camera,camera_stream,"{""location"": ""security""}"
Show me the front door camera,camera_stream,"{""location"": ""front door""}"
Open the baby monitor feed,camera_stream,"{""location"": ""baby room""}"
I want to see the garage cam,camera_stream,"{""location"": ""garage""}"
Open the baby monitor feed,camera_stream,"{""location"": ""baby room""}"
I want to see the garage cam,camera_stream,"{""location"": ""garage""}"
Turn on the security camera,camera_stream,"{""location"": ""security""}"
Turn on the security camera,camera_stream,"{""location"": ""security""}"
Open the baby monitor feed,camera_stream,"{""location"": ""baby room""}"
Turn on the security camera,camera_stream,"{""location"": ""security""}"
I want to see the garage cam,camera_stream,"{""location"": ""garage""}"
Show me the front door camera,camera_stream,"{""location"": ""front door""}"
Turn on the security camera,camera_stream,"{""location"": ""security""}"
Turn on the security camera,camera_stream,"{""location"": ""security""}"
I want to see the garage cam,camera_stream,"{""location"": ""garage""}"
I want to see the garage cam,camera_stream,"{""location"": ""garage""}"
I want to see the garage cam,camera_stream,"{""location"": ""garage""}"
Open the baby monitor feed,camera_stream,"{""location"": ""baby room""}"
I want to see the garage cam,camera_stream,"{""location"": ""garage""}"
Open the baby monitor feed,camera_stream,"{""location"": ""baby room""}"
Show me the front door camera,camera_stream,"{""location"": ""front door""}"
Turn on the security camera,camera_stream,"{""location"": ""security""}"
Show me the front door camera,camera_stream,"{""location"": ""front door""}"
I want to see the garage cam,camera_stream,"{""location"": ""garage""}"
Open the baby monitor feed,camera_stream,"{""location"": ""baby room""}"
Open the baby monitor feed,camera_stream,"{""location"": ""baby room""}"
I want to see the garage cam,camera_stream,"{""location"": ""garage""}"
Show me the front door camera,camera_stream,"{""location"": ""front door""}"
Show me the front door camera,camera_stream,"{""location"": ""front door""}"
Open the baby monitor feed,camera_stream,"{""location"": ""baby room""}"
Show me the front door camera,camera_stream,"{""location"": ""front door""}"
Turn on the security camera,camera_stream,"{""location"": ""security""}"
Turn on the security camera,camera_stream,"{""location"": ""security""}"
Open the baby monitor feed,camera_stream,"{""location"": ""baby room""}"
Turn on the security camera,camera_stream,"{""location"": ""security""}"
I want to see the garage cam,camera_stream,"{""location"": ""garage""}"
Turn on the security camera,camera_stream,"{""location"": ""security""}"
Show me the front door camera,camera_stream,"{""location"": ""front door""}"
Turn on the security camera,camera_stream,"{""location"": ""security""}"
Turn on the security camera,camera_stream,"{""location"": ""security""}"
